# fpcnt, time, flt_mode, hold_mode, hold_descent_cnt,  hold_climb_cnt, alt, gps_alt, delta_baro, ave_cr_val, flight_phase, r_fphase 
339,85047,2,0,0,0, 30644, 30645,-200.00,-2265.00, -1.00, -1.00
340,85052,2,0,0,0, 30506, 30507,-200.00,-1992.00, -1.00, -1.00
341,85056,2,0,0,0, 30334, 30334,-200.00,-2292.00, -1.00, -1.00
342,85061,2,0,0,0, 30193, 30194,-200.00,-1976.00, -1.00, -1.00
343,85065,2,0,0,0, 30022, 30022,-200.00,-2279.00, -1.00, -1.00
344,85070,2,0,0,0, 29882, 29883,-200.00,-1979.00, -1.00, -1.00
345,85076,2,0,0,0, 29643, 29644,-200.00,-2211.67, -1.00, -1.00
346,85081,2,0,0,0, 29506, 29507,-200.00,-1904.67, -1.00, -1.00
347,85085,2,0,0,0, 29329, 29330,-200.00,-2229.67, -1.00, -1.00
348,85090,2,0,0,0, 29153, 29154,-200.00,-2137.00, -1.00, -1.00
349,85094,2,0,0,0, 29013, 29013,-200.00,-2289.00, -1.00, -1.00
350,85099,2,0,0,0, 28837, 28837,-200.00,-2108.00, -1.00, -1.00
351,85103,2,0,0,0, 28695, 28695,-200.00,-2114.00, -1.00, -1.00
352,85108,2,0,0,0, 28532, 28533,-200.00,-2066.00, -1.00, -1.00
353,85112,2,0,0,0, 28400, 28400,-200.00,-2022.00, -1.00, -1.00
354,85117,2,0,0,0, 28228, 28228,-200.00,-2000.00, -1.00, -1.00
355,85122,2,0,0,0, 28089, 28090,-200.00,-1904.00, -1.00, -1.00
356,85126,2,0,0,0, 27919, 27919,-200.00,-2094.00, -1.00, -1.00
357,85131,2,0,0,0, 27783, 27784,-200.00,-1950.00, -1.00, -1.00
358,85135,2,0,0,0, 27611, 27611,-200.00,-2254.00, -1.00, -1.00
359,85140,2,0,0,0, 27476, 27477,-200.00,-1944.00, -1.00, -1.00
